mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,label
-558.722,86.71938,-2.972702,16.141226,1.2464317,7.7875,-5.1525207,1.572012,-3.145944,-2.839086,-6.7741942,-3.9274046,3.4372766,0.87850386,-4.003163,0.64857703,-2.7139437,-3.7747483,2.0704627,-2.0748231,-4.7945027,-2.41925,-1.798813,-3.5194156,-5.8874307,-2.5246844,-4.538917,-3.050553,-3.8408697,-2.6121619,-3.3092508,-2.5739527,-3.8973181,-3.3694367,-2.0645742,-4.671366,-2.153191,-1.8318535,-1.6784136,0.8081144,fearful
-548.03296,89.20175,-19.560074,7.2444305,-2.1930332,6.12573,-13.756644,0.25766185,-1.2992766,-7.7260466,-11.273434,-4.887131,5.1071033,-6.3031425,-4.7508,2.926469,-0.5636995,-3.9816196,-0.53715265,0.6477442,-3.6311424,-1.1927731,-0.022874717,-2.6430843,-2.9887583,-3.5143769,-1.4478126,-2.315161,-6.6111045,-0.99331313,-0.40522486,-4.2322025,-3.6470063,-1.0704162,-1.8673984,-4.6498704,-2.1339495,-2.292778,-3.6135297,0.94079876,angry
-534.5885,77.03675,-14.540428,2.5286002,3.5882182,16.10615,-7.5103583,-5.0310216,-3.0457413,-7.24806,-10.263737,-4.082481,-3.0010424,-5.161663,-5.0949855,-0.22110529,1.9479284,-6.8796353,-2.3596451,-0.45103905,-0.42277837,-1.0581969,-6.3615203,-1.0301098,-2.6223238,-4.7853823,-3.4023683,-5.2242355,-2.6966558,-2.8546448,-4.1019807,-2.0203998,-4.3634067,-4.503815,-2.1903224,-3.1090477,-3.8637767,-1.0456878,-1.4551011,-0.77073133,angry
-557.0128,54.315052,-22.110565,9.755498,-21.366728,-4.1282535,-21.348696,-4.354153,-5.238917,-15.058777,-16.427017,-4.9850216,-2.200455,-13.952249,-10.214723,-3.3241267,-7.92693,-4.368305,-6.783213,-11.651942,3.1922147,7.7752957,11.325877,20.14664,16.322412,15.124346,4.423322,0.23014845,2.215152,-6.3096137,-2.9605682,4.2350144,0.42028835,0.6245417,-3.2890358,-2.8815532,0.12626515,-2.830329,0.036415692,-1.6678991,neutral
-595.644,62.279007,-13.334483,9.898242,-2.9004753,2.6819663,-14.639627,-7.9508643,-11.49332,-10.016862,-10.171641,0.8134028,-6.3392725,-15.255741,-4.134948,-0.25547034,-9.696098,-5.69863,-4.541461,-3.7180965,-2.1139646,1.1531533,6.7382717,8.848826,14.383418,12.803559,7.219265,6.221887,-0.8189679,-5.564271,-3.8366144,2.100304,0.25594658,1.9340401,-1.5220603,-6.540222,-5.4907775,-2.1766071,1.2222555,1.3302534,angry
-456.40787,61.152756,-28.812992,-2.2725303,-1.6514384,-0.8443454,-24.849094,-9.798394,-11.62004,-22.929308,-8.987919,-4.8237543,-6.757199,-13.555078,-6.281161,-0.88834465,-10.821099,-2.0545828,4.4525414,-3.803641,2.1472135,9.772691,9.728904,7.7524962,9.042531,11.684331,5.687052,0.7982956,0.11031963,-2.0949614,-2.484825,1.2317009,-0.18938583,-0.943859,-0.32191944,-4.838971,-3.2508748,0.8688415,1.9126666,-0.5879303,fearful
-513.83905,103.781166,-10.228771,23.00763,-7.558329,12.422928,-2.8444097,-2.563822,-9.579686,-1.4595722,-7.757829,-10.638468,9.324844,1.9046398,-11.495642,2.933185,0.49778613,-4.9348288,1.7265121,-2.355172,-1.0118356,-3.376048,-0.5859293,-0.84431905,-6.1718173,-3.5448332,-1.6005615,-1.7512076,-5.673757,-2.195247,0.0572004,-4.162063,-2.611556,-0.3382011,-0.8845818,2.6450343,0.40720093,3.0500588,2.5636613,-0.9260245,calm
-568.54144,83.31127,-9.084454,10.212692,0.0067261043,11.233744,-8.527948,-4.3004265,-8.975783,-4.2549205,-11.032891,-11.225033,1.1188986,-5.354255,-5.1262064,-2.80204,-4.9151344,-5.8128576,-2.4711225,-1.9833105,-6.65715,-8.448029,-4.444818,-2.6883817,-6.350661,-6.8641214,-6.380995,-3.5732934,-5.6541047,-7.841711,-4.765777,-3.3517487,-6.9040666,-5.1738296,-1.8971896,-5.1342053,-2.9310203,-0.12472304,-1.1926266,0.44507626,fearful
-396.0259,98.30148,-41.808773,8.875492,3.469973,5.3960423,-16.87271,-6.220168,-9.421017,-14.729691,-8.401202,-2.5558436,-0.61344045,-5.8207426,-6.4259906,1.4776905,-3.3561926,-6.8513603,0.97663426,-1.9247417,-4.435645,-3.281291,-0.09033566,-5.636037,-7.5789022,0.8197633,-2.5533648,-4.3728256,-2.7486632,-2.3438344,-5.3069324,-1.6117635,-0.8942018,-4.2581105,-3.3146331,-1.5502322,-1.0506746,-0.7544481,1.4339756,0.93496484,angry
-634.18353,51.548683,-4.714011,6.0143743,-2.0184488,2.6072536,-22.383408,13.058189,-7.857991,-13.134865,-1.5231978,-6.0871553,-6.177212,-2.124574,-7.538037,-1.0533284,-2.8300862,-0.05954441,0.5455456,1.3544643,6.5779204,7.266535,15.940298,21.261095,19.521551,16.591911,11.160079,4.7699523,1.4418314,-0.8825462,0.39139834,2.1998868,4.04052,0.42446783,-2.254217,-2.742032,-3.8057106,2.454837,3.002956,3.406074,sad
-592.01404,101.712456,-4.860067,6.8353753,3.309446,15.211281,-8.372745,-5.292809,-7.900797,-1.1315733,-15.346141,-15.882833,1.1298488,-4.2346435,-6.169927,0.8169734,1.9797231,-4.149277,0.23168345,-0.19940388,-1.3232057,-0.82483107,-3.3133404,-0.042289592,-0.45410162,-8.052711,-5.2044926,0.87233174,-1.9371066,-4.7847834,-3.122141,2.5869842,-4.5044436,-4.131808,1.2804277,-3.484482,-0.68563294,-0.2586867,-2.4072187,1.1023847,sad
-532.0458,59.020287,-40.6114,0.41890126,-4.4767456,-5.450468,-20.692305,-3.299176,-9.048476,-17.195621,-5.4447746,-3.6759403,-12.764466,-5.799865,-6.01002,-8.157749,-0.65158147,-1.9299341,-7.633571,-2.6712747,1.3455344,-2.0727828,4.0365,10.01387,14.501939,12.860447,8.071653,6.9668927,-5.109284,-5.988229,-3.893008,0.15268964,3.709994,0.38767517,-2.3653848,-4.9923387,-4.747996,1.1897621,3.2132063,1.9035937,happy
-592.596,76.069824,-27.2982,8.151212,-10.6569395,-10.110389,-18.644213,1.325699,-15.679635,-19.128668,-0.59515756,-4.177249,-11.944788,-5.540788,-14.338464,-6.688384,-0.39971054,-9.682032,-2.9922924,-0.18692666,0.32507578,3.3982108,13.254989,15.882458,17.75007,18.923746,12.492566,6.3735104,-5.316995,-6.098833,-3.3733482,2.0529654,2.0417204,-0.37190825,-3.7420452,-8.207548,-1.8109376,6.6019936,4.793742,1.4792224,calm
-572.9516,82.34052,-21.472582,15.347847,3.2614813,7.8692927,-10.243702,-5.6713853,-9.82833,-7.8912125,-14.164922,-5.751651,5.662529,-8.782009,-5.430372,4.7979884,-1.8512821,-6.385042,-0.6609311,-2.1331716,-8.698921,-3.3640184,-0.9926212,-4.3818364,-4.887213,-2.1895182,-1.392568,-2.4250026,-6.990696,-4.9954615,-0.52109194,-3.9298546,-4.3130894,-2.8313472,-2.5574892,-2.695678,-3.930905,-0.19729267,0.41850045,-1.359532,angry
-481.0806,50.572224,-34.48724,-0.142735,-15.74974,-8.955154,-20.598457,-9.275074,-6.6042695,-12.553519,-6.731365,-4.0327287,-12.379963,-3.6434376,-7.2624083,-7.343057,-0.22051784,0.2927658,-9.246825,-5.6649137,2.200172,0.035896845,6.0230546,12.064055,16.944273,14.006657,8.675294,5.6752696,-2.9963772,-5.0744233,-2.436295,2.197299,2.1217678,1.2205313,-2.9107478,-6.578474,-3.0225208,0.56115776,3.4068637,2.1050122,happy
-617.08234,74.67735,-39.165043,-4.547885,-0.020867571,-6.2751265,-27.056204,1.1612062,-4.676818,-19.005116,-4.419537,1.4211847,-6.0622745,-9.441867,-9.793808,-4.9830756,-7.561486,-7.5009656,-9.229557,-3.8010948,-0.52250504,3.127237,9.113774,10.480896,18.390787,15.523126,9.295905,3.5157874,-3.0731184,-6.757319,-3.2080567,4.050271,3.762026,0.8649964,-5.4650836,-5.418789,-0.7504231,4.2811604,8.66758,2.5017755,happy
-523.76355,93.95313,-21.7369,-4.469312,10.259785,17.484827,-25.027582,-11.467618,-0.28353465,-5.3863196,-10.629641,-6.763458,-7.0866117,-0.7230809,-4.201468,-5.153107,3.4945934,-6.075016,-2.692446,-2.6171224,1.3015807,-2.958282,-10.538895,2.4617834,-0.47645476,-9.404848,-2.236076,-2.7347105,-4.1887507,-3.0633817,-3.9917645,-2.3683007,-4.591484,-2.1259801,-1.5413413,-2.9725807,-2.1745536,0.52182585,-0.5697781,-3.6842802,happy
-529.5472,57.230053,-24.120068,4.0412664,-4.267267,-3.2418563,-18.315228,3.3320043,-8.837075,-12.099323,-4.3741937,-5.8063135,-9.265696,-4.032585,-7.8538766,-5.0248475,-1.2540199,-2.0909991,-1.7242835,2.3579059,1.6888019,5.2424965,9.082511,7.1656356,8.095475,7.95376,5.679548,2.323518,-2.400161,-4.2514024,-4.0404205,0.36281806,1.0167183,0.40659815,-1.4464835,-5.241493,-3.2538068,0.7304468,2.980809,2.9975436,fearful
-592.71375,102.23876,13.151315,18.79856,-3.2633345,10.107812,-9.350922,4.092789,-4.440888,-3.885564,-9.861783,-8.552547,2.6549244,0.09709365,-6.6099205,-3.5220304,-3.1093984,-6.111201,3.349384,-2.4131975,-7.772898,-4.387622,-3.8547292,-4.4960766,-6.942479,-4.278258,-3.960687,-1.9074892,-5.121193,-4.1179943,-2.9825583,-3.336544,-6.5108023,-3.0345685,-4.091871,-8.138475,-3.2016256,-2.9867222,-2.934481,-0.51573175,sad
-690.39606,58.36286,-18.111826,5.5908327,-10.204406,0.31409958,-22.746758,5.943452,-16.435045,-9.7378845,-1.1281048,-9.559272,-4.4486575,-8.7114105,-10.289671,-3.1926632,-2.5889874,-5.3456545,-4.5281873,-3.0465825,0.67119384,3.4323378,5.9587855,10.527742,13.114755,12.903697,10.708449,7.041759,-2.7851355,-4.478462,-3.3981025,-1.0297986,0.04778168,-0.3214312,-2.1737869,-6.4719753,-4.166337,0.30761573,2.2737713,0.47254103,calm
-503.59738,96.99921,-9.443465,2.7817194,3.276942,9.34163,-10.598967,-12.488083,-4.7902713,-3.3101158,-17.291723,-7.978897,6.7526197,-5.4212184,-6.6351485,-0.32572073,-3.2151506,-2.603163,-3.101155,-6.3305917,-7.411088,-5.217696,-2.455018,-7.1300325,-6.429801,-3.7910154,-7.3950315,-4.366876,-6.4353213,-5.2404656,-3.1800556,-7.111772,-3.273742,-3.0578625,-4.3937364,1.6669785,1.1673969,-0.8065528,-0.83497703,-0.16726592,happy
-474.68304,45.08977,-35.28917,-1.386169,-10.983939,-7.810118,-18.172165,-5.003732,-8.999013,-13.462241,-2.815629,-6.0892477,-9.177781,-0.93946683,-5.9290166,-7.7654133,-1.440034,-2.5832603,-9.104728,-3.032019,1.8752297,-0.6362419,6.432857,10.966211,9.338536,10.3135,2.8663754,-0.35222632,-3.5362964,-3.432666,-0.1945843,1.9391121,3.6258647,-1.3518853,-4.8054957,-1.6620811,-0.54087836,1.0904368,0.6999104,-1.2494977,happy
-565.06165,114.92897,-17.070461,0.29772785,6.3808565,11.723065,-21.36115,-12.311227,-3.5608232,-2.591809,-11.294993,-6.515167,-3.7592251,-6.4910216,-6.5868597,-1.8593712,3.5330036,-8.013078,-5.9841833,-0.8921549,-0.5646849,-6.6066327,-9.685552,-1.6773043,-1.4739344,-8.297506,-4.4642954,-4.38891,-2.0373588,-3.639382,-7.5589776,-0.9191915,-6.785169,-5.81589,-1.2018467,-5.1494894,-4.482511,-0.3556828,0.4024263,-2.3682234,happy
-703.0841,116.075005,-0.13351724,24.424381,9.506001,13.528625,-4.563139,-2.3588986,-5.0449433,-3.5333529,-7.129774,-1.8985687,3.354817,-3.2080631,-3.1126416,-4.2128987,1.8012445,-0.37749797,-2.0945897,1.5055659,-3.227733,-2.471906,0.0381887,-0.8945194,-5.722806,-3.1276882,-2.8023229,-6.7228074,-0.04257214,-2.284642,-2.538271,3.5039847,-3.0442593,-1.5553689,1.8681159,-3.0384986,-0.16566017,0.54419255,-0.407841,2.5881863,sad
-541.77057,48.878902,-7.209667,6.4584045,-8.24707,1.8475891,-16.38836,-2.290276,-8.780665,-14.58734,-8.775405,-6.996124,-3.5326889,-11.277572,-8.186055,-1.5766238,-0.87095237,2.567751,-0.5357869,-2.4481091,4.443852,6.119021,7.879709,9.979605,8.836591,14.726591,8.956926,2.3957534,1.9809148,-1.8693632,-3.7712164,-1.8464096,1.2094646,2.4989707,-0.9147469,-4.05092,-3.1353247,-0.23954543,1.7662249,1.7656397,fearful
-556.7672,54.092823,-20.802626,10.359846,-22.79631,-4.9204926,-18.513922,-2.2367058,-9.890377,-14.738106,-17.953787,-2.90814,-6.357012,-11.093283,-11.244593,-4.1294394,-6.834838,0.8645717,-4.143171,-8.125433,6.627711,1.6741956,7.139464,16.266045,16.07904,16.859747,8.078467,7.8213,-1.4275136,-7.9781504,-4.912203,1.5439149,3.281163,1.1394553,-5.9752693,-4.9365053,1.428558,2.0031042,4.455768,-0.52342075,calm
-442.84164,90.14257,-32.097145,17.20103,-1.7416335,-1.6393656,-15.08467,-1.7856157,-18.867725,-14.451497,-3.0927424,-10.483574,-5.9582715,-2.5498948,-4.7794642,-1.3457419,-6.8501706,-7.043768,-0.2540556,-3.2827036,-5.9367003,-5.257778,-0.079903364,-7.617446,-8.940036,-1.9379964,-5.364418,-5.317379,-5.121758,-4.7378283,-6.079205,-2.804806,-5.2059426,-4.6955495,-1.7659475,-4.754044,-3.9930813,-0.21033978,-1.5129356,-2.6887913,angry
-506.98553,48.58246,-18.605682,9.137656,1.8278929,-0.11821059,-19.851194,-3.2711818,-8.706014,-14.234123,-8.191043,1.738071,-7.164795,-14.210503,-1.8230327,-2.4302902,-9.629315,-3.7488487,-5.325638,-3.4429405,-1.0703645,0.56242913,5.330433,6.9613485,13.284835,12.419949,8.106325,6.695555,-1.8013208,-5.2257795,-3.0236418,1.2449374,1.4644996,2.1669085,-2.2090528,-5.713808,-4.47502,-0.79931676,2.1362422,1.2766645,angry
-503.35968,59.136406,-41.720592,0.1639322,-5.955042,-6.963018,-22.26748,1.6278365,-9.191928,-19.097801,-4.251955,-1.2515883,-11.639057,-7.6400905,-6.6476707,-9.696671,-2.7283309,-6.0286145,-9.322308,-3.729359,-0.47338292,0.745733,4.678419,7.1684217,15.241284,11.693683,8.927525,7.932969,-2.1588185,-2.5550406,-6.554244,-2.0597196,4.284187,1.5576389,0.17536053,-5.9677505,-7.3171244,-1.8366965,2.8187125,2.7080567,angry
-510.6588,58.819603,-24.300251,7.678475,-14.771711,-6.677704,-16.426004,-5.5678606,-10.420624,-12.032648,-5.2999086,-4.3713555,-7.9742527,-4.7538157,-2.9533663,-6.523025,-2.0826879,2.796961,-5.464824,-5.099414,1.7180523,1.7032648,6.564627,6.463067,9.4536085,10.330372,4.4145527,1.7429752,-2.2169821,-2.120693,-0.70447993,-0.16127816,1.9453605,-0.9604013,-3.1262932,-2.2757607,-1.9420183,0.40874815,0.38310686,-0.3869413,fearful
-432.85254,90.50374,-26.387306,13.458217,-2.9181888,5.3997397,-6.6231036,-2.7497542,-11.211632,-4.7792788,-5.015219,-9.431505,2.06963,-1.2590243,-10.004467,-1.1621323,0.58189136,-6.6023903,-1.4171727,-2.7629027,-3.330617,-2.906586,-0.40102428,-4.065629,-7.377412,-1.7165748,-1.6058311,-3.2880728,-5.3175626,-1.9071667,-2.717964,-5.1633353,-2.971411,-2.13046,-1.1792164,-0.049305588,0.34451324,2.2129529,2.6736963,0.19085564,happy
-515.2732,72.75433,-7.6609716,7.7445703,0.69862837,11.971228,-9.872734,-0.73144364,-5.7021613,-6.862616,-6.213575,-7.093793,-1.8047018,-4.114308,-4.776822,-2.50642,-6.11071,-2.9577305,-1.401226,-6.310841,-6.0768213,-2.1675854,-6.1605363,-2.6116421,-3.722887,-4.637559,-5.023972,-3.3353322,-4.972631,-5.911847,-2.7575407,-3.5990682,-5.436448,-2.207673,-1.5321873,-4.4467196,-2.9885232,2.0768447,0.3651939,-0.7438426,angry
-601.2801,59.99596,-7.3100705,5.1277494,-2.664671,3.801406,-15.989739,-5.771983,-11.464649,-13.644575,-7.519497,-0.3459648,-6.6181097,-12.07075,-4.97397,1.5162382,-5.154931,-6.4882555,-4.092774,-1.5217289,2.0532794,4.7222795,11.942292,10.503151,11.545382,10.524932,4.6875377,2.9266849,-1.687914,-1.7723438,-3.044395,0.54351455,1.0329221,-1.9891746,-3.0313184,-4.229614,-4.8468075,-1.8240514,0.46261406,-1.4812176,fearful
-498.92416,87.4812,-22.421324,11.352037,-1.0474181,5.5533624,-7.2816877,-9.569159,-10.947575,-6.2641444,-15.192642,-10.759051,2.3690119,-6.7606015,-8.435838,0.40162638,-4.7146854,-10.24885,-2.59629,-0.8943542,-9.489662,-9.510635,-0.7496426,-4.037761,-8.333937,-6.7927904,-5.5008626,-4.672366,-7.122326,-7.3308268,-4.9947257,-4.4884543,-6.6631885,-5.1914663,-1.1775177,-2.0435023,-1.0294589,2.0806718,0.75681347,-2.7544918,happy
-521.50415,49.67243,-25.59059,5.8991013,-18.887024,-2.1595328,-18.820663,-6.0557375,-10.722557,-14.423269,-16.231915,-2.7058964,-3.6629524,-11.890898,-11.485468,-3.8955534,-7.2226777,-3.2563572,-4.2923303,-9.072729,3.6650474,4.023997,5.7039294,13.170499,13.170072,13.885004,6.506965,3.6048818,0.52458763,-6.097305,-6.9652934,2.5459049,2.4338875,-0.63399184,-3.3929703,-5.9849734,1.0428753,2.0631952,3.7868385,0.27957147,happy
-489.7678,48.5844,-22.453896,8.849057,-18.476635,2.499901,-18.594435,-7.9611325,-9.670104,-11.659033,-17.13118,-7.798116,-2.8551438,-14.986698,-11.218855,-3.0307662,-8.408321,-4.243152,-5.618785,-9.657655,-0.5587225,6.1232543,6.9353237,8.333543,11.535961,11.962996,6.978594,1.6101977,1.2886552,-2.3481297,-5.232023,0.37096268,1.7490842,2.3568745,-1.1146557,-3.4223783,-0.8033315,-0.35332802,1.8446904,1.0307691,fearful
-676.6591,98.22557,-5.3910484,25.070927,1.3438181,15.916718,-3.8263474,1.4054368,-3.4720335,-1.9398386,-10.92454,-6.207568,10.006259,-3.8097265,-6.1729913,-2.1487846,-1.6779875,2.6049058,0.3487116,-2.257846,-2.252424,-2.0949461,3.2689772,-4.0438924,-6.124976,-0.63973516,-1.3391516,-5.50877,-5.2659388,0.2574087,-2.3078427,-5.223627,-2.4984994,-1.6300626,-3.0488749,-2.0873408,0.90080076,0.9245845,0.8574239,1.244011,calm
-590.2555,67.57653,-34.605034,3.1628222,-12.018421,-11.610141,-23.11545,-0.4399826,-17.387123,-21.5748,-2.7745354,-7.1648016,-13.428049,-6.116496,-16.316502,-5.8223724,-1.5928595,-8.453847,-3.2669125,-1.0479217,1.7645957,1.0013616,11.336972,13.756851,13.757018,16.368942,8.755401,3.998021,-7.12093,-6.788231,-5.0178676,1.519101,1.7027657,-2.7838385,-5.223058,-8.576613,-2.637213,6.4718657,3.3951392,0.010769672,calm
-642.9088,97.3976,6.2655125,24.297947,6.724769,14.530279,0.21462119,6.09543,-1.9663321,-8.505114,-6.7604733,-0.2514922,2.783094,-8.511093,1.7346846,6.1842213,-2.144754,-4.855373,-0.016411582,-0.74981964,-6.9646635,-3.7955763,-3.2313635,-2.9208224,-4.0882096,-2.7816222,-0.29247972,-7.0979147,-3.428986,-1.3246187,-3.3307953,0.7482703,-4.349739,-2.190925,-1.5855483,-3.4098473,1.2163168,-0.6203589,1.5773603,0.6363215,calm
-496.79266,84.4309,-15.691863,7.51709,1.8622606,12.752116,-12.790901,-8.039904,-6.1723824,-8.240216,-7.686474,-6.1239896,2.46351,-4.1023116,-8.802429,1.2034307,-4.640301,-8.528417,-0.9399802,-1.5818788,-7.702802,-4.493202,-2.424836,-3.164549,-8.398272,-5.969006,-4.0466175,-4.887914,-5.544703,-5.53396,-3.1673927,-3.7558296,-5.4093995,-4.3526506,-3.2192988,-3.9096236,-4.618623,-1.5236579,-2.510475,-2.710809,fearful
-546.08124,93.97314,-12.538327,2.983689,13.933644,9.763179,-7.478318,-1.268613,2.4841735,-5.3192625,-5.7965007,1.4346293,1.0881317,-3.016055,0.71162456,-2.1358376,-3.819476,0.50385576,-0.39035246,-2.7702253,-1.5270699,-2.0249627,-0.57038075,-1.6619524,-5.095624,-2.6017883,-1.0018554,-3.389681,-2.733116,0.18587966,-2.0759008,-2.8955727,-2.3121378,-3.383244,-2.2548683,-1.3617834,-0.1397134,2.5940683,3.8316677,2.7999182,happy
-637.9387,69.09998,-28.130032,6.6326375,-3.1132603,-3.6780038,-26.454483,-7.8891234,-9.6514,-18.582045,-4.964836,0.6027957,-7.10226,-7.093153,-7.784358,-5.157554,-7.5830264,-7.6219463,-10.352395,-6.4023285,-2.1966934,2.9116273,15.257341,16.207418,19.656082,18.669298,7.7379837,2.9933524,-0.899756,-4.8058157,-1.548222,3.7664845,1.6866529,-1.3653374,-4.405213,-4.382045,-3.4152877,-1.2193469,3.3731847,-0.08877381,neutral
-635.08746,86.77114,-6.30102,11.583751,4.5579143,9.30005,-12.063207,-1.9172724,-8.079914,-8.543027,-14.700941,-10.5358305,0.48279175,-7.9884715,-0.708759,-4.4889693,-7.8260818,-2.3207283,0.36746794,-4.723337,-8.890047,-5.0456123,-4.797741,-2.2687318,-6.0636964,-5.4437094,-1.6822824,-5.322709,-7.3922076,-5.707272,-3.5510314,-4.541243,-5.871945,-3.2320254,-4.338936,-5.4975915,-3.9071124,-4.3971834,-4.499652,-2.2613566,sad
